task_id,Low income,Lower middle income,Upper middle income,High income
22256,non_exposed,non_exposed,non_exposed,non_exposed
22257,non_exposed,non_exposed,non_exposed,non_exposed
22258,non_exposed,non_exposed,both,non_exposed
22259,non_exposed,non_exposed,non_exposed,non_exposed
22260,non_exposed,aug_only,aug_only,aug_only
22261,non_exposed,non_exposed,non_exposed,non_exposed
22263,non_exposed,non_exposed,sub_only,both
22264,sub_only,sub_only,sub_only,sub_only
22265,both,both,both,both
22266,non_exposed,non_exposed,non_exposed,both
22267,non_exposed,aug_only,both,both
22269,both,both,both,both
22270,non_exposed,both,both,both
22271,both,both,sub_only,sub_only
22272,sub_only,sub_only,sub_only,sub_only
22274,non_exposed,non_exposed,non_exposed,both
22275,non_exposed,non_exposed,non_exposed,non_exposed
22276,sub_only,sub_only,sub_only,sub_only
22277,non_exposed,non_exposed,both,non_exposed
22278,non_exposed,both,both,sub_only
22279,aug_only,both,both,aug_only
22280,non_exposed,non_exposed,both,aug_only
22281,both,both,aug_only,both
22282,non_exposed,aug_only,both,both
22283,non_exposed,aug_only,both,both
22285,non_exposed,non_exposed,non_exposed,non_exposed
22286,both,both,both,both
22287,non_exposed,non_exposed,aug_only,non_exposed
22288,non_exposed,non_exposed,both,both
22290,non_exposed,both,aug_only,aug_only
22291,both,aug_only,both,both
22292,non_exposed,both,both,both
22293,non_exposed,both,both,both
22294,non_exposed,non_exposed,non_exposed,aug_only
22295,non_exposed,aug_only,non_exposed,aug_only
22296,non_exposed,non_exposed,non_exposed,non_exposed
22298,non_exposed,non_exposed,aug_only,both
22299,non_exposed,non_exposed,both,non_exposed
22300,non_exposed,non_exposed,non_exposed,non_exposed
22301,sub_only,sub_only,sub_only,sub_only
22302,non_exposed,sub_only,both,sub_only
22303,both,sub_only,both,sub_only
22304,non_exposed,non_exposed,non_exposed,non_exposed
22306,aug_only,both,both,both
22307,non_exposed,both,both,both
22308,non_exposed,non_exposed,non_exposed,aug_only
22309,non_exposed,non_exposed,non_exposed,non_exposed
22310,both,non_exposed,non_exposed,both
22311,non_exposed,non_exposed,both,both
22312,non_exposed,non_exposed,non_exposed,non_exposed
22313,non_exposed,non_exposed,non_exposed,non_exposed
22314,non_exposed,non_exposed,non_exposed,non_exposed
22315,non_exposed,both,non_exposed,aug_only
22316,non_exposed,non_exposed,non_exposed,non_exposed
22318,non_exposed,non_exposed,both,both
22319,sub_only,sub_only,sub_only,sub_only
22320,both,both,both,non_exposed
22321,non_exposed,non_exposed,both,both
22323,non_exposed,non_exposed,sub_only,both
22324,non_exposed,sub_only,sub_only,sub_only
22326,non_exposed,non_exposed,non_exposed,non_exposed
22328,non_exposed,non_exposed,non_exposed,non_exposed
22329,non_exposed,non_exposed,non_exposed,non_exposed
22330,non_exposed,non_exposed,non_exposed,non_exposed
22331,non_exposed,non_exposed,non_exposed,non_exposed
22332,non_exposed,non_exposed,non_exposed,non_exposed
22333,non_exposed,non_exposed,non_exposed,non_exposed
22334,non_exposed,non_exposed,non_exposed,non_exposed
22335,non_exposed,non_exposed,both,both
22336,non_exposed,non_exposed,non_exposed,non_exposed
22337,non_exposed,non_exposed,non_exposed,non_exposed
22338,non_exposed,non_exposed,non_exposed,non_exposed
22339,non_exposed,non_exposed,non_exposed,non_exposed
22340,non_exposed,non_exposed,non_exposed,non_exposed
22341,non_exposed,both,both,both
22342,sub_only,sub_only,sub_only,both
22343,non_exposed,non_exposed,non_exposed,non_exposed
22344,non_exposed,non_exposed,non_exposed,non_exposed
22345,non_exposed,both,both,both
22346,non_exposed,non_exposed,non_exposed,non_exposed
22347,non_exposed,non_exposed,both,both
22348,non_exposed,non_exposed,non_exposed,non_exposed
22349,non_exposed,non_exposed,non_exposed,non_exposed
22350,non_exposed,non_exposed,non_exposed,non_exposed
22351,non_exposed,both,both,both
22352,non_exposed,non_exposed,non_exposed,non_exposed
22353,both,both,both,aug_only
22354,non_exposed,both,both,both
22355,non_exposed,both,both,both
22356,non_exposed,non_exposed,non_exposed,non_exposed
22357,non_exposed,non_exposed,non_exposed,non_exposed
22358,non_exposed,non_exposed,non_exposed,non_exposed
22359,non_exposed,non_exposed,non_exposed,non_exposed
22360,non_exposed,non_exposed,non_exposed,non_exposed
22361,non_exposed,non_exposed,non_exposed,non_exposed
22362,non_exposed,both,both,non_exposed
22363,non_exposed,non_exposed,non_exposed,aug_only
22364,non_exposed,non_exposed,non_exposed,non_exposed
22365,non_exposed,non_exposed,non_exposed,non_exposed
22366,non_exposed,non_exposed,non_exposed,non_exposed
22367,non_exposed,non_exposed,non_exposed,non_exposed
22368,non_exposed,non_exposed,non_exposed,non_exposed
22369,non_exposed,non_exposed,non_exposed,non_exposed
22370,non_exposed,non_exposed,non_exposed,non_exposed
22371,non_exposed,non_exposed,non_exposed,non_exposed
22372,non_exposed,non_exposed,non_exposed,non_exposed
22373,non_exposed,both,both,sub_only
22375,non_exposed,non_exposed,non_exposed,non_exposed
22376,non_exposed,non_exposed,non_exposed,non_exposed
22378,non_exposed,non_exposed,non_exposed,non_exposed
22379,non_exposed,non_exposed,non_exposed,non_exposed
22380,non_exposed,non_exposed,non_exposed,non_exposed
22382,non_exposed,non_exposed,non_exposed,non_exposed
22383,non_exposed,non_exposed,non_exposed,both
22384,both,aug_only,both,both
22385,both,both,both,both
22386,non_exposed,non_exposed,non_exposed,non_exposed
22387,non_exposed,non_exposed,non_exposed,non_exposed
22388,non_exposed,non_exposed,non_exposed,non_exposed
22389,non_exposed,both,aug_only,both
22390,non_exposed,non_exposed,non_exposed,non_exposed
22391,non_exposed,non_exposed,non_exposed,non_exposed
22392,non_exposed,non_exposed,non_exposed,non_exposed
22393,non_exposed,non_exposed,non_exposed,sub_only
22394,non_exposed,non_exposed,non_exposed,non_exposed
22395,non_exposed,non_exposed,non_exposed,non_exposed
22396,non_exposed,non_exposed,non_exposed,non_exposed
22398,non_exposed,non_exposed,both,both
22400,non_exposed,non_exposed,non_exposed,non_exposed
22401,non_exposed,non_exposed,non_exposed,non_exposed
22402,non_exposed,non_exposed,non_exposed,non_exposed
22403,sub_only,sub_only,sub_only,sub_only
22404,non_exposed,non_exposed,non_exposed,non_exposed
22405,non_exposed,non_exposed,non_exposed,non_exposed
22406,non_exposed,non_exposed,non_exposed,non_exposed
22407,sub_only,sub_only,sub_only,sub_only
22408,non_exposed,non_exposed,non_exposed,non_exposed
22409,both,both,both,both
22410,sub_only,sub_only,sub_only,sub_only
22411,non_exposed,both,both,both
22412,non_exposed,both,both,both
22414,non_exposed,non_exposed,non_exposed,non_exposed
22415,non_exposed,non_exposed,non_exposed,non_exposed
22416,sub_only,sub_only,sub_only,sub_only
22417,non_exposed,both,both,both
22418,non_exposed,sub_only,both,both
22419,non_exposed,non_exposed,non_exposed,non_exposed
22420,both,sub_only,both,sub_only
22422,non_exposed,non_exposed,non_exposed,both
22424,non_exposed,sub_only,both,sub_only
22425,both,sub_only,sub_only,sub_only
22426,non_exposed,non_exposed,non_exposed,non_exposed
22427,sub_only,both,sub_only,sub_only
22428,non_exposed,non_exposed,non_exposed,non_exposed
22429,non_exposed,both,both,both
22431,non_exposed,non_exposed,non_exposed,non_exposed
22432,non_exposed,non_exposed,both,both
22434,sub_only,sub_only,sub_only,sub_only
22435,non_exposed,non_exposed,both,sub_only
22436,non_exposed,non_exposed,non_exposed,non_exposed
22437,non_exposed,non_exposed,aug_only,aug_only
22438,both,both,both,both
22439,non_exposed,non_exposed,both,both
22440,both,both,both,both
22442,both,both,both,both
22443,non_exposed,aug_only,aug_only,aug_only
22444,non_exposed,both,both,aug_only
22445,non_exposed,both,both,both
22446,non_exposed,both,both,both
22447,both,both,both,both
22448,non_exposed,non_exposed,aug_only,non_exposed
22449,non_exposed,non_exposed,aug_only,aug_only
22450,non_exposed,non_exposed,both,both
22451,non_exposed,both,aug_only,both
22452,non_exposed,non_exposed,aug_only,both
22453,non_exposed,non_exposed,non_exposed,non_exposed
22454,non_exposed,non_exposed,non_exposed,non_exposed
22456,non_exposed,non_exposed,non_exposed,non_exposed
22457,non_exposed,non_exposed,non_exposed,both
22458,both,sub_only,sub_only,sub_only
22459,non_exposed,non_exposed,non_exposed,non_exposed
22460,non_exposed,non_exposed,non_exposed,non_exposed
22461,non_exposed,non_exposed,non_exposed,non_exposed
22462,non_exposed,non_exposed,sub_only,sub_only
22463,non_exposed,non_exposed,non_exposed,non_exposed
22464,non_exposed,both,both,both
22465,non_exposed,non_exposed,non_exposed,non_exposed
22466,sub_only,non_exposed,sub_only,non_exposed
22468,non_exposed,non_exposed,non_exposed,non_exposed
22469,non_exposed,non_exposed,non_exposed,both
22470,non_exposed,non_exposed,non_exposed,non_exposed
22472,non_exposed,non_exposed,non_exposed,non_exposed
22473,both,both,both,both
22476,non_exposed,non_exposed,both,aug_only
22478,non_exposed,non_exposed,non_exposed,non_exposed
22479,sub_only,sub_only,sub_only,sub_only
22480,non_exposed,non_exposed,non_exposed,non_exposed
22481,non_exposed,non_exposed,non_exposed,non_exposed
22483,non_exposed,non_exposed,non_exposed,both
22484,non_exposed,non_exposed,non_exposed,non_exposed
22485,non_exposed,both,both,both
22486,non_exposed,non_exposed,non_exposed,non_exposed
22487,non_exposed,non_exposed,non_exposed,non_exposed
22488,non_exposed,non_exposed,both,sub_only
22489,non_exposed,non_exposed,non_exposed,non_exposed
22490,non_exposed,non_exposed,non_exposed,non_exposed
22491,non_exposed,non_exposed,non_exposed,non_exposed
22492,non_exposed,non_exposed,non_exposed,non_exposed
22493,non_exposed,both,both,both
22494,non_exposed,non_exposed,non_exposed,non_exposed
22495,non_exposed,non_exposed,non_exposed,non_exposed
22496,non_exposed,non_exposed,non_exposed,non_exposed
22498,non_exposed,non_exposed,non_exposed,both
22499,non_exposed,non_exposed,non_exposed,non_exposed
22500,non_exposed,non_exposed,non_exposed,non_exposed
22501,non_exposed,non_exposed,non_exposed,non_exposed
22503,non_exposed,both,non_exposed,both
22504,both,both,both,both
22505,non_exposed,non_exposed,non_exposed,non_exposed
22506,non_exposed,non_exposed,non_exposed,non_exposed
22508,sub_only,sub_only,sub_only,sub_only
22509,non_exposed,non_exposed,non_exposed,non_exposed
22510,sub_only,sub_only,sub_only,sub_only
22511,non_exposed,non_exposed,non_exposed,non_exposed
22516,non_exposed,non_exposed,non_exposed,non_exposed
22517,non_exposed,non_exposed,non_exposed,non_exposed
22518,non_exposed,non_exposed,non_exposed,non_exposed
22519,non_exposed,non_exposed,non_exposed,non_exposed
22520,non_exposed,non_exposed,non_exposed,non_exposed
22521,non_exposed,non_exposed,non_exposed,non_exposed
22522,both,both,both,both
22523,both,both,both,both
22525,non_exposed,non_exposed,non_exposed,non_exposed
22527,non_exposed,non_exposed,non_exposed,non_exposed
22528,both,both,both,both
22529,non_exposed,both,both,both
22530,non_exposed,non_exposed,non_exposed,non_exposed
22531,non_exposed,non_exposed,non_exposed,non_exposed
22532,aug_only,both,both,both
22533,non_exposed,non_exposed,both,both
22535,aug_only,both,aug_only,both
22536,non_exposed,non_exposed,non_exposed,non_exposed
22537,non_exposed,non_exposed,non_exposed,non_exposed
22538,non_exposed,both,non_exposed,aug_only
22539,both,both,both,both
22540,non_exposed,non_exposed,aug_only,aug_only
22541,non_exposed,non_exposed,non_exposed,non_exposed
22542,non_exposed,non_exposed,non_exposed,non_exposed
22543,non_exposed,non_exposed,non_exposed,both
22544,non_exposed,non_exposed,non_exposed,non_exposed
22545,non_exposed,non_exposed,non_exposed,non_exposed
22546,non_exposed,non_exposed,non_exposed,non_exposed
22548,non_exposed,non_exposed,non_exposed,aug_only
22549,non_exposed,non_exposed,aug_only,both
22550,non_exposed,non_exposed,non_exposed,both
22551,both,both,both,both
22552,non_exposed,non_exposed,non_exposed,non_exposed
22553,both,both,both,both
22554,non_exposed,both,aug_only,aug_only
22555,non_exposed,non_exposed,non_exposed,non_exposed
22556,non_exposed,both,both,both
22557,non_exposed,non_exposed,non_exposed,non_exposed
22558,non_exposed,non_exposed,non_exposed,non_exposed
22559,non_exposed,non_exposed,non_exposed,non_exposed
22560,non_exposed,non_exposed,non_exposed,non_exposed
22561,both,both,both,both
22562,both,both,sub_only,both
22563,aug_only,non_exposed,both,both
22564,non_exposed,non_exposed,non_exposed,non_exposed
22565,non_exposed,non_exposed,non_exposed,non_exposed
22566,non_exposed,non_exposed,non_exposed,non_exposed
22567,non_exposed,aug_only,aug_only,both
22568,non_exposed,non_exposed,aug_only,non_exposed
22570,sub_only,both,sub_only,sub_only
22572,non_exposed,both,both,both
22573,both,both,both,both
22574,non_exposed,non_exposed,non_exposed,non_exposed
22575,non_exposed,non_exposed,non_exposed,non_exposed
22576,non_exposed,non_exposed,non_exposed,non_exposed
22577,non_exposed,non_exposed,non_exposed,non_exposed
22578,non_exposed,non_exposed,non_exposed,non_exposed
22579,non_exposed,non_exposed,non_exposed,non_exposed
22580,non_exposed,non_exposed,non_exposed,non_exposed
22581,non_exposed,non_exposed,non_exposed,non_exposed
22582,non_exposed,non_exposed,non_exposed,non_exposed
22583,non_exposed,non_exposed,non_exposed,both
22584,non_exposed,non_exposed,non_exposed,non_exposed
22585,non_exposed,non_exposed,non_exposed,non_exposed
22586,non_exposed,non_exposed,non_exposed,non_exposed
22587,non_exposed,non_exposed,non_exposed,non_exposed
22588,non_exposed,non_exposed,non_exposed,non_exposed
22591,non_exposed,non_exposed,non_exposed,non_exposed
22592,non_exposed,non_exposed,non_exposed,non_exposed
22593,both,both,both,both
22594,non_exposed,non_exposed,non_exposed,non_exposed
22595,both,sub_only,sub_only,sub_only
22596,non_exposed,non_exposed,non_exposed,non_exposed
22597,non_exposed,non_exposed,both,aug_only
22599,non_exposed,non_exposed,non_exposed,non_exposed
22600,non_exposed,non_exposed,both,non_exposed
22602,non_exposed,non_exposed,non_exposed,both
22603,non_exposed,non_exposed,non_exposed,non_exposed
22604,non_exposed,sub_only,sub_only,sub_only
22606,both,both,both,sub_only
22607,non_exposed,sub_only,sub_only,sub_only
22608,sub_only,sub_only,sub_only,sub_only
22609,non_exposed,non_exposed,non_exposed,non_exposed
22610,non_exposed,non_exposed,aug_only,aug_only
22611,sub_only,sub_only,sub_only,sub_only
22612,both,both,sub_only,sub_only
22613,both,both,both,both
22614,non_exposed,non_exposed,non_exposed,non_exposed
22615,non_exposed,non_exposed,non_exposed,non_exposed
22617,non_exposed,both,both,both
22619,non_exposed,non_exposed,both,non_exposed
22620,non_exposed,non_exposed,non_exposed,non_exposed
22621,both,both,sub_only,both
22622,both,sub_only,sub_only,sub_only
22623,non_exposed,both,both,both
22624,non_exposed,non_exposed,non_exposed,non_exposed
22625,non_exposed,both,both,both
22626,both,aug_only,both,aug_only
22627,non_exposed,non_exposed,both,both
22628,both,both,both,both
22629,both,both,both,sub_only
22630,non_exposed,non_exposed,both,both
22631,both,both,both,both
22632,non_exposed,non_exposed,both,both
22633,non_exposed,non_exposed,non_exposed,non_exposed
22634,non_exposed,both,both,aug_only
22636,both,sub_only,sub_only,sub_only
22637,non_exposed,non_exposed,non_exposed,both
22638,non_exposed,sub_only,both,sub_only
22639,both,aug_only,both,both
22640,non_exposed,aug_only,aug_only,both
22641,non_exposed,both,both,both
22642,both,both,both,sub_only
22643,non_exposed,non_exposed,non_exposed,non_exposed
22644,non_exposed,non_exposed,non_exposed,non_exposed
22645,non_exposed,both,non_exposed,non_exposed
22647,non_exposed,both,both,both
22648,non_exposed,both,non_exposed,both
22649,non_exposed,both,both,both
22650,both,sub_only,both,both
22651,non_exposed,both,both,both
22652,non_exposed,non_exposed,aug_only,both
22653,non_exposed,non_exposed,non_exposed,non_exposed
22654,non_exposed,non_exposed,non_exposed,non_exposed
22655,both,both,both,both
22656,non_exposed,non_exposed,aug_only,non_exposed
22657,both,both,both,both
22658,non_exposed,both,both,aug_only
22659,both,both,both,both
22660,non_exposed,both,both,both
22661,non_exposed,non_exposed,non_exposed,non_exposed
22662,both,aug_only,both,both
22663,non_exposed,non_exposed,non_exposed,aug_only
22664,both,both,both,both
22665,non_exposed,non_exposed,sub_only,both
22666,non_exposed,aug_only,both,both
22667,sub_only,both,sub_only,both
22668,both,both,both,both
22669,non_exposed,non_exposed,aug_only,aug_only
22670,both,both,both,both
22671,both,aug_only,both,both
22672,both,both,both,both
22673,non_exposed,non_exposed,non_exposed,non_exposed
22674,non_exposed,non_exposed,non_exposed,non_exposed
22675,non_exposed,non_exposed,non_exposed,non_exposed
22676,non_exposed,non_exposed,non_exposed,non_exposed
22677,non_exposed,non_exposed,non_exposed,non_exposed
22678,non_exposed,non_exposed,non_exposed,non_exposed
22679,non_exposed,non_exposed,both,both
22680,non_exposed,non_exposed,non_exposed,non_exposed
22681,non_exposed,both,both,both
22682,non_exposed,non_exposed,non_exposed,non_exposed
22683,non_exposed,non_exposed,non_exposed,non_exposed
22684,non_exposed,both,both,both
22685,non_exposed,non_exposed,non_exposed,non_exposed
22686,non_exposed,non_exposed,non_exposed,non_exposed
22687,non_exposed,non_exposed,non_exposed,non_exposed
22689,non_exposed,non_exposed,non_exposed,non_exposed
22690,non_exposed,non_exposed,non_exposed,non_exposed
22691,both,both,both,both
22692,both,both,both,both
22693,both,both,both,both
22694,non_exposed,non_exposed,non_exposed,both
22695,non_exposed,non_exposed,non_exposed,non_exposed
22696,non_exposed,both,aug_only,aug_only
22698,non_exposed,non_exposed,aug_only,aug_only
22699,non_exposed,non_exposed,non_exposed,non_exposed
22700,non_exposed,aug_only,aug_only,both
22702,non_exposed,non_exposed,non_exposed,non_exposed
22705,non_exposed,both,both,non_exposed
22706,both,both,both,both
22708,non_exposed,both,both,aug_only
22709,non_exposed,non_exposed,non_exposed,non_exposed
22710,non_exposed,non_exposed,non_exposed,non_exposed
22711,non_exposed,non_exposed,non_exposed,aug_only
22712,non_exposed,non_exposed,aug_only,aug_only
22713,non_exposed,non_exposed,non_exposed,non_exposed
22714,non_exposed,non_exposed,non_exposed,aug_only
22715,non_exposed,non_exposed,both,both
22716,non_exposed,non_exposed,non_exposed,non_exposed
22717,non_exposed,both,both,both
22718,non_exposed,non_exposed,non_exposed,non_exposed
22720,non_exposed,non_exposed,non_exposed,non_exposed
22722,non_exposed,non_exposed,non_exposed,non_exposed
22723,non_exposed,non_exposed,aug_only,aug_only
22724,non_exposed,aug_only,both,aug_only
22725,non_exposed,non_exposed,aug_only,aug_only
22726,non_exposed,non_exposed,aug_only,non_exposed
22727,non_exposed,non_exposed,non_exposed,non_exposed
22728,non_exposed,non_exposed,both,aug_only
22729,non_exposed,aug_only,non_exposed,aug_only
22730,non_exposed,both,both,both
22731,non_exposed,non_exposed,non_exposed,non_exposed
22732,non_exposed,non_exposed,non_exposed,non_exposed
22733,non_exposed,non_exposed,non_exposed,non_exposed
22734,sub_only,both,both,both
22735,non_exposed,both,both,both
22736,non_exposed,non_exposed,non_exposed,aug_only
22737,non_exposed,non_exposed,non_exposed,aug_only
22738,non_exposed,non_exposed,non_exposed,non_exposed
22739,non_exposed,non_exposed,non_exposed,non_exposed
22740,non_exposed,non_exposed,aug_only,both
22741,non_exposed,non_exposed,non_exposed,aug_only
22743,non_exposed,non_exposed,non_exposed,non_exposed
22744,both,non_exposed,both,non_exposed
22745,non_exposed,non_exposed,non_exposed,non_exposed
22747,non_exposed,non_exposed,non_exposed,non_exposed
22748,non_exposed,non_exposed,non_exposed,non_exposed
22749,non_exposed,aug_only,aug_only,aug_only
22750,non_exposed,both,non_exposed,non_exposed
22752,non_exposed,non_exposed,non_exposed,non_exposed
22753,both,both,both,both
22754,non_exposed,non_exposed,non_exposed,non_exposed
22755,non_exposed,non_exposed,non_exposed,aug_only
22757,non_exposed,non_exposed,non_exposed,aug_only
22758,non_exposed,non_exposed,non_exposed,non_exposed
22759,non_exposed,non_exposed,both,aug_only
22760,non_exposed,non_exposed,non_exposed,non_exposed
22761,non_exposed,non_exposed,non_exposed,non_exposed
22762,non_exposed,non_exposed,non_exposed,non_exposed
22763,non_exposed,non_exposed,non_exposed,non_exposed
22764,non_exposed,non_exposed,non_exposed,non_exposed
22765,non_exposed,non_exposed,non_exposed,non_exposed
22766,non_exposed,non_exposed,both,both
22767,non_exposed,non_exposed,aug_only,non_exposed
22768,non_exposed,non_exposed,aug_only,non_exposed
22769,non_exposed,non_exposed,non_exposed,non_exposed
22770,non_exposed,non_exposed,non_exposed,non_exposed
22771,non_exposed,both,both,both
22772,non_exposed,non_exposed,non_exposed,non_exposed
22773,non_exposed,non_exposed,non_exposed,non_exposed
22775,non_exposed,both,both,both
22776,non_exposed,non_exposed,non_exposed,non_exposed
22777,non_exposed,non_exposed,both,both
22778,both,sub_only,sub_only,sub_only
22779,non_exposed,sub_only,sub_only,sub_only
22780,non_exposed,sub_only,both,both
22781,non_exposed,non_exposed,non_exposed,both
22782,non_exposed,both,both,both
22783,both,aug_only,aug_only,both
22784,sub_only,sub_only,both,sub_only
22785,non_exposed,both,both,both
22786,non_exposed,non_exposed,both,both
22787,sub_only,sub_only,sub_only,sub_only
22788,non_exposed,non_exposed,both,both
22789,non_exposed,sub_only,sub_only,sub_only
22790,non_exposed,non_exposed,non_exposed,non_exposed
22791,sub_only,sub_only,sub_only,sub_only
22792,non_exposed,non_exposed,non_exposed,non_exposed
22793,non_exposed,non_exposed,non_exposed,aug_only
22794,non_exposed,sub_only,sub_only,sub_only
22795,non_exposed,non_exposed,non_exposed,both
22797,non_exposed,non_exposed,both,sub_only
22800,sub_only,sub_only,sub_only,sub_only
22801,sub_only,sub_only,sub_only,sub_only
22802,both,both,both,both
22803,non_exposed,non_exposed,aug_only,non_exposed
22804,non_exposed,non_exposed,non_exposed,non_exposed
22806,non_exposed,non_exposed,non_exposed,non_exposed
22808,non_exposed,non_exposed,non_exposed,non_exposed
22810,non_exposed,both,both,both
22813,non_exposed,non_exposed,non_exposed,non_exposed
22816,non_exposed,non_exposed,both,aug_only
22817,non_exposed,non_exposed,non_exposed,non_exposed
22819,non_exposed,sub_only,both,both
22821,non_exposed,non_exposed,non_exposed,non_exposed
22822,non_exposed,non_exposed,aug_only,both
22823,both,sub_only,both,both
22824,non_exposed,both,both,sub_only
22825,non_exposed,non_exposed,non_exposed,non_exposed
22826,non_exposed,both,both,sub_only
22827,non_exposed,non_exposed,non_exposed,aug_only
22828,both,both,both,both
22829,non_exposed,non_exposed,aug_only,non_exposed
22830,non_exposed,both,both,both
22831,non_exposed,non_exposed,non_exposed,aug_only
22832,non_exposed,non_exposed,non_exposed,non_exposed
22834,both,both,aug_only,both
22835,non_exposed,non_exposed,non_exposed,non_exposed
22836,non_exposed,aug_only,both,aug_only
22837,aug_only,both,aug_only,aug_only
22838,both,aug_only,both,aug_only
22840,aug_only,both,both,both
22842,both,both,sub_only,sub_only
22843,non_exposed,non_exposed,non_exposed,both
22844,non_exposed,both,both,both
22846,non_exposed,non_exposed,non_exposed,non_exposed
22847,non_exposed,both,both,both
22848,both,both,both,both
22849,sub_only,sub_only,sub_only,sub_only
22850,non_exposed,non_exposed,both,both
22851,non_exposed,non_exposed,non_exposed,non_exposed
22852,non_exposed,non_exposed,non_exposed,non_exposed
22853,non_exposed,non_exposed,aug_only,non_exposed
22854,non_exposed,non_exposed,both,non_exposed
22855,non_exposed,non_exposed,non_exposed,non_exposed
22858,non_exposed,non_exposed,non_exposed,aug_only
22860,non_exposed,non_exposed,non_exposed,non_exposed
22861,non_exposed,sub_only,both,non_exposed
22863,non_exposed,non_exposed,non_exposed,non_exposed
22864,non_exposed,non_exposed,non_exposed,non_exposed
22865,non_exposed,non_exposed,non_exposed,non_exposed
22867,non_exposed,non_exposed,non_exposed,non_exposed
22868,non_exposed,non_exposed,non_exposed,non_exposed
22869,non_exposed,non_exposed,non_exposed,non_exposed
22870,non_exposed,non_exposed,non_exposed,non_exposed
22871,non_exposed,non_exposed,non_exposed,non_exposed
22872,non_exposed,non_exposed,both,aug_only
22873,non_exposed,non_exposed,non_exposed,non_exposed
22874,non_exposed,non_exposed,non_exposed,non_exposed
22875,non_exposed,non_exposed,non_exposed,non_exposed
22876,non_exposed,non_exposed,non_exposed,non_exposed
22877,sub_only,sub_only,sub_only,sub_only
22878,both,sub_only,both,sub_only
22879,both,both,both,both
22880,both,sub_only,sub_only,sub_only
22883,sub_only,sub_only,sub_only,sub_only
22884,sub_only,sub_only,both,sub_only
22885,sub_only,both,sub_only,sub_only
22886,sub_only,both,sub_only,sub_only
22887,sub_only,sub_only,sub_only,sub_only
22888,non_exposed,non_exposed,non_exposed,non_exposed
22891,sub_only,sub_only,sub_only,sub_only
22892,both,both,sub_only,sub_only
22893,sub_only,sub_only,sub_only,sub_only
22894,sub_only,sub_only,sub_only,sub_only
22895,sub_only,sub_only,sub_only,sub_only
22896,non_exposed,non_exposed,non_exposed,non_exposed
22897,non_exposed,both,both,both
22898,non_exposed,non_exposed,non_exposed,aug_only
22899,non_exposed,non_exposed,non_exposed,non_exposed
22901,non_exposed,non_exposed,non_exposed,both
22902,non_exposed,non_exposed,aug_only,both
22903,sub_only,sub_only,sub_only,sub_only
22904,both,both,both,sub_only
22907,sub_only,sub_only,sub_only,sub_only
22908,non_exposed,non_exposed,non_exposed,non_exposed
22909,both,both,both,both
22910,aug_only,both,both,aug_only
22911,non_exposed,non_exposed,non_exposed,non_exposed
22912,non_exposed,non_exposed,aug_only,aug_only
22913,non_exposed,non_exposed,non_exposed,non_exposed
22914,non_exposed,non_exposed,non_exposed,non_exposed
22915,non_exposed,non_exposed,non_exposed,non_exposed
22916,non_exposed,non_exposed,non_exposed,non_exposed
22917,non_exposed,non_exposed,non_exposed,non_exposed
22920,both,both,both,both
22922,non_exposed,non_exposed,both,both
22923,both,both,both,sub_only
22924,non_exposed,non_exposed,non_exposed,non_exposed
22925,non_exposed,both,both,both
22926,non_exposed,non_exposed,non_exposed,both
22927,non_exposed,non_exposed,non_exposed,non_exposed
22928,non_exposed,non_exposed,aug_only,aug_only
22929,both,sub_only,sub_only,sub_only
22930,non_exposed,non_exposed,non_exposed,non_exposed
22931,non_exposed,non_exposed,aug_only,both
22932,non_exposed,aug_only,non_exposed,aug_only
22933,non_exposed,non_exposed,non_exposed,both
22934,non_exposed,both,non_exposed,both
22935,non_exposed,both,both,aug_only
22937,non_exposed,aug_only,aug_only,both
22938,non_exposed,non_exposed,non_exposed,non_exposed
22939,non_exposed,non_exposed,both,both
22942,both,both,both,both
22943,non_exposed,non_exposed,non_exposed,both
22944,non_exposed,non_exposed,both,aug_only
22945,non_exposed,both,both,both
22946,non_exposed,non_exposed,non_exposed,aug_only
22947,non_exposed,non_exposed,non_exposed,both
22948,sub_only,sub_only,sub_only,sub_only
22949,non_exposed,sub_only,sub_only,sub_only
22950,both,both,sub_only,sub_only
22951,non_exposed,non_exposed,both,both
22952,sub_only,sub_only,sub_only,sub_only
22953,non_exposed,non_exposed,both,both
22954,non_exposed,both,both,both
22955,sub_only,both,both,both
22956,sub_only,sub_only,sub_only,both
22957,non_exposed,sub_only,sub_only,sub_only
22958,non_exposed,non_exposed,non_exposed,non_exposed
22959,non_exposed,both,aug_only,both
22960,non_exposed,both,both,both
22961,non_exposed,non_exposed,non_exposed,non_exposed
22962,non_exposed,non_exposed,non_exposed,non_exposed
22964,non_exposed,non_exposed,non_exposed,non_exposed
22966,non_exposed,non_exposed,non_exposed,non_exposed
22967,non_exposed,non_exposed,non_exposed,non_exposed
22968,non_exposed,non_exposed,non_exposed,non_exposed
22969,non_exposed,non_exposed,non_exposed,non_exposed
22971,non_exposed,non_exposed,non_exposed,non_exposed
22972,non_exposed,non_exposed,non_exposed,non_exposed
22974,non_exposed,non_exposed,non_exposed,non_exposed
22975,non_exposed,non_exposed,non_exposed,non_exposed
22976,non_exposed,non_exposed,non_exposed,non_exposed
22977,both,both,both,both
