onet_task_code,task_id,dwa_id,iwa_id,depth,path_segments,hierarchy_path
4.A.1.a.1.I02:4.A.1.a.1.I02.D04:12183,12183,4.A.1.a.1.I02.D04,4.A.1.a.1.I02,4,"[""Getting Information"", ""Read documents or materials to inform work processes."", ""Read work orders or other instructions to determine product specifications or materials requirements."", ""Examine tags on garments to determine alterations that are needed.""]",Getting Information ; Read documents or materials to inform work processes. ; Read work orders or other instructions to determine product specifications or materials requirements. ; Examine tags on garments to determine alterations that are needed.
4.A.2.b.2.I13:4.A.2.b.2.I13.D01:12188,12188,4.A.2.b.2.I13.D01,4.A.2.b.2.I13,4,"[""Thinking Creatively"", ""Design materials or devices."", ""Design templates or patterns."", ""Develop, copy, or adapt designs for garments, and design patterns to fit measurements, applying knowledge of garment design, construction, styling, and fabric.""]","Thinking Creatively ; Design materials or devices. ; Design templates or patterns. ; Develop, copy, or adapt designs for garments, and design patterns to fit measurements, applying knowledge of garment design, construction, styling, and fabric."
4.A.3.a.2.I06:4.A.3.a.2.I06.D05:12196,12196,4.A.3.a.2.I06.D05,4.A.3.a.2.I06,4,"[""Handling and Moving Objects"", ""Position workpieces or materials on equipment."", ""Adjust fabrics or other materials during garment production."", ""Put in padding and shaping materials.""]",Handling and Moving Objects ; Position workpieces or materials on equipment. ; Adjust fabrics or other materials during garment production. ; Put in padding and shaping materials.
4.A.3.a.2.I05:4.A.3.a.2.I05.D01:12195,12195,4.A.3.a.2.I05.D01,4.A.3.a.2.I05,4,"[""Handling and Moving Objects"", ""Sew garments or materials."", ""Sew clothing or other articles."", ""Sew buttonholes and attach buttons to finish garments.""]",Handling and Moving Objects ; Sew garments or materials. ; Sew clothing or other articles. ; Sew buttonholes and attach buttons to finish garments.
4.A.1.b.3.I01:4.A.1.b.3.I01.D10:23982,23982,4.A.1.b.3.I01.D10,4.A.1.b.3.I01,4,"[""Estimating the Quantifiable Characteristics of Products, Events, or Information"", ""Measure physical characteristics of materials, products, or equipment."", ""Measure ingredients or substances to be used in production processes."", ""Weigh ingredients, such as dye, to be mixed together for use in textile processing.""]","Estimating the Quantifiable Characteristics of Products, Events, or Information ; Measure physical characteristics of materials, products, or equipment. ; Measure ingredients or substances to be used in production processes. ; Weigh ingredients, such as dye, to be mixed together for use in textile processing."
4.A.3.a.1.I08:4.A.3.a.1.I08.D01:14127,14127,4.A.3.a.1.I08.D01,4.A.3.a.1.I08,4,"[""Performing General Physical Activities"", ""Clean workpieces, finished products, or other objects."", ""Operate garment treatment equipment."", ""Start and control machines and equipment to wash, bleach, dye, or otherwise process and finish fabric, yarn, thread, or other textile goods.""]","Performing General Physical Activities ; Clean workpieces, finished products, or other objects. ; Operate garment treatment equipment. ; Start and control machines and equipment to wash, bleach, dye, or otherwise process and finish fabric, yarn, thread, or other textile goods."
4.A.1.a.2.I01:4.A.1.a.2.I01.D05:14124,14124,4.A.1.a.2.I01.D05,4.A.1.a.2.I01,4,"[""Monitoring Processes, Materials, or Surroundings"", ""Monitor equipment operation."", ""Monitor equipment operation to ensure proper functioning."", ""Observe display screens, control panels, equipment, and cloth entering or exiting processes to determine if equipment is operating correctly.""]","Monitoring Processes, Materials, or Surroundings ; Monitor equipment operation. ; Monitor equipment operation to ensure proper functioning. ; Observe display screens, control panels, equipment, and cloth entering or exiting processes to determine if equipment is operating correctly."
4.A.4.a.2.I08:4.A.4.a.2.I08.D02:14122,14122,4.A.4.a.2.I08.D02,4.A.4.a.2.I08,4,"[""Communicating with Supervisors, Peers, or Subordinates"", ""Notify others of emergencies or problems."", ""Notify others of equipment repair or maintenance needs."", ""Notify supervisors or mechanics of equipment malfunctions.""]","Communicating with Supervisors, Peers, or Subordinates ; Notify others of emergencies or problems. ; Notify others of equipment repair or maintenance needs. ; Notify supervisors or mechanics of equipment malfunctions."
4.A.1.a.2.I01:4.A.1.a.2.I01.D10:14126,14126,4.A.1.a.2.I01.D10,4.A.1.a.2.I01,4,"[""Monitoring Processes, Materials, or Surroundings"", ""Monitor equipment operation."", ""Monitor equipment operation to ensure that products are not flawed."", ""Monitor factors such as temperatures and dye flow rates to ensure that they are within specified ranges.""]","Monitoring Processes, Materials, or Surroundings ; Monitor equipment operation. ; Monitor equipment operation to ensure that products are not flawed. ; Monitor factors such as temperatures and dye flow rates to ensure that they are within specified ranges."
4.A.3.a.2.I33:4.A.3.a.2.I33.D08:14121,14121,4.A.3.a.2.I33.D08,4.A.3.a.2.I33,4,"[""Handling and Moving Objects"", ""Apply protective solutions or coatings."", ""Apply solutions to production equipment."", ""Add dyes, water, detergents, or chemicals to tanks to dilute or strengthen solutions, according to established formulas and solution test results.""]","Handling and Moving Objects ; Apply protective solutions or coatings. ; Apply solutions to production equipment. ; Add dyes, water, detergents, or chemicals to tanks to dilute or strengthen solutions, according to established formulas and solution test results."
4.A.1.b.2.I06:4.A.1.b.2.I06.D07:14128,14128,4.A.1.b.2.I06.D07,4.A.1.b.2.I06,4,"[""Inspecting Equipment, Structures, or Materials"", ""Inspect completed work or finished products."", ""Inspect textile products."", ""Examine and feel products to identify defects and variations from coloring and other processing standards.""]","Inspecting Equipment, Structures, or Materials ; Inspect completed work or finished products. ; Inspect textile products. ; Examine and feel products to identify defects and variations from coloring and other processing standards."
4.A.3.a.1.I08:4.A.3.a.1.I08.D01:14123,14123,4.A.3.a.1.I08.D01,4.A.3.a.1.I08,4,"[""Performing General Physical Activities"", ""Clean workpieces, finished products, or other objects."", ""Operate garment treatment equipment."", ""Adjust equipment controls to maintain specified heat, tension, and speed.""]","Performing General Physical Activities ; Clean workpieces, finished products, or other objects. ; Operate garment treatment equipment. ; Adjust equipment controls to maintain specified heat, tension, and speed."
4.A.3.a.2.I09:4.A.3.a.2.I09.D07:14123,14123,4.A.3.a.2.I09.D07,4.A.3.a.2.I09,4,"[""Handling and Moving Objects"", ""Adjust equipment to ensure adequate performance."", ""Adjust temperature controls of ovens or other heating equipment."", ""Adjust equipment controls to maintain specified heat, tension, and speed.""]","Handling and Moving Objects ; Adjust equipment to ensure adequate performance. ; Adjust temperature controls of ovens or other heating equipment. ; Adjust equipment controls to maintain specified heat, tension, and speed."
4.A.3.a.2.I13:4.A.3.a.2.I13.D02:14138,14138,4.A.3.a.2.I13.D02,4.A.3.a.2.I13,4,"[""Handling and Moving Objects"", ""Prepare industrial materials for processing or use."", ""Immerse objects or workpieces in cleaning or coating solutions."", ""Soak specified textile products for designated times.""]",Handling and Moving Objects ; Prepare industrial materials for processing or use. ; Immerse objects or workpieces in cleaning or coating solutions. ; Soak specified textile products for designated times.
4.A.1.b.2.I07:4.A.1.b.2.I07.D15:14134,14134,4.A.1.b.2.I07.D15,4.A.1.b.2.I07,4,"[""Inspecting Equipment, Structures, or Materials"", ""Inspect commercial, industrial, or production systems or equipment."", ""Inspect production equipment."", ""Inspect machinery to determine necessary adjustments and repairs.""]","Inspecting Equipment, Structures, or Materials ; Inspect commercial, industrial, or production systems or equipment. ; Inspect production equipment. ; Inspect machinery to determine necessary adjustments and repairs."
4.A.4.a.2.I03:4.A.4.a.2.I03.D20:14133,14133,4.A.4.a.2.I03.D20,4.A.4.a.2.I03,4,"[""Communicating with Supervisors, Peers, or Subordinates"", ""Communicate with others about operational plans or activities."", ""Exchange information with colleagues."", ""Confer with coworkers to get information about order details, processing plans, or problems that occur.""]","Communicating with Supervisors, Peers, or Subordinates ; Communicate with others about operational plans or activities. ; Exchange information with colleagues. ; Confer with coworkers to get information about order details, processing plans, or problems that occur."
4.A.3.a.2.I05:4.A.3.a.2.I05.D01:14136,14136,4.A.3.a.2.I05.D01,4.A.3.a.2.I05,4,"[""Handling and Moving Objects"", ""Sew garments or materials."", ""Sew clothing or other articles."", ""Sew ends of cloth together, by hand or using machines, to form endless lengths of cloth to facilitate processing.""]","Handling and Moving Objects ; Sew garments or materials. ; Sew clothing or other articles. ; Sew ends of cloth together, by hand or using machines, to form endless lengths of cloth to facilitate processing."
4.A.3.a.2.I05:4.A.3.a.2.I05.D02:14142,14142,4.A.3.a.2.I05.D02,4.A.3.a.2.I05,4,"[""Handling and Moving Objects"", ""Sew garments or materials."", ""Sew materials."", ""Ravel seams that connect cloth ends when processing is completed.""]",Handling and Moving Objects ; Sew garments or materials. ; Sew materials. ; Ravel seams that connect cloth ends when processing is completed.
4.A.3.a.2.I40:4.A.3.a.2.I40.D03:14131,14131,4.A.3.a.2.I40.D03,4.A.3.a.2.I40,4,"[""Handling and Moving Objects"", ""Remove workpieces from production equipment."", ""Remove products or workpieces from production equipment."", ""Remove dyed articles from tanks and machines for drying and further processing.""]",Handling and Moving Objects ; Remove workpieces from production equipment. ; Remove products or workpieces from production equipment. ; Remove dyed articles from tanks and machines for drying and further processing.
4.A.1.a.1.I02:4.A.1.a.1.I02.D06:14132,14132,4.A.1.a.1.I02.D06,4.A.1.a.1.I02,4,"[""Getting Information"", ""Read documents or materials to inform work processes."", ""Study blueprints or other instructions to determine equipment setup requirements."", ""Study guides, charts, and specification sheets, and confer with supervisors to determine machine setup requirements.""]","Getting Information ; Read documents or materials to inform work processes. ; Study blueprints or other instructions to determine equipment setup requirements. ; Study guides, charts, and specification sheets, and confer with supervisors to determine machine setup requirements."
4.A.4.a.2.I03:4.A.4.a.2.I03.D20:14132,14132,4.A.4.a.2.I03.D20,4.A.4.a.2.I03,4,"[""Communicating with Supervisors, Peers, or Subordinates"", ""Communicate with others about operational plans or activities."", ""Exchange information with colleagues."", ""Study guides, charts, and specification sheets, and confer with supervisors to determine machine setup requirements.""]","Communicating with Supervisors, Peers, or Subordinates ; Communicate with others about operational plans or activities. ; Exchange information with colleagues. ; Study guides, charts, and specification sheets, and confer with supervisors to determine machine setup requirements."
4.A.1.b.2.I12:4.A.1.b.2.I12.D08:14125,14125,4.A.1.b.2.I12.D08,4.A.1.b.2.I12,4,"[""Inspecting Equipment, Structures, or Materials"", ""Test performance of equipment or systems."", ""Conduct test runs of production equipment."", ""Prepare dyeing machines for production runs, and conduct test runs of machines to ensure their proper operation.""]","Inspecting Equipment, Structures, or Materials ; Test performance of equipment or systems. ; Conduct test runs of production equipment. ; Prepare dyeing machines for production runs, and conduct test runs of machines to ensure their proper operation."
4.A.3.b.1.I01:4.A.3.b.1.I01.D01:14137,14137,4.A.3.b.1.I01.D01,4.A.3.b.1.I01,4,"[""Working with Computers"", ""Program computer systems or production equipment."", ""Enter commands, instructions, or specifications into equipment."", ""Key in processing instructions to program electronic equipment.""]","Working with Computers ; Program computer systems or production equipment. ; Enter commands, instructions, or specifications into equipment. ; Key in processing instructions to program electronic equipment."
4.A.1.b.2.I03:4.A.1.b.2.I03.D05:14130,14130,4.A.1.b.2.I03.D05,4.A.1.b.2.I03,4,"[""Inspecting Equipment, Structures, or Materials"", ""Test characteristics of materials or products."", ""Test chemical or physical characteristics of materials or products."", ""Test solutions used to process textile goods to detect variations from standards.""]","Inspecting Equipment, Structures, or Materials ; Test characteristics of materials or products. ; Test chemical or physical characteristics of materials or products. ; Test solutions used to process textile goods to detect variations from standards."
4.A.3.b.6.I08:4.A.3.b.6.I08.D03:14129,14129,4.A.3.b.6.I08.D03,4.A.3.b.6.I08,4,"[""Documenting/Recording Information"", ""Maintain operational records."", ""Record operational or production data."", ""Record production information such as fabric yardage processed, temperature readings, fabric tensions, and machine speeds.""]","Documenting/Recording Information ; Maintain operational records. ; Record operational or production data. ; Record production information such as fabric yardage processed, temperature readings, fabric tensions, and machine speeds."
4.A.3.a.2.I06:4.A.3.a.2.I06.D01:14139,14139,4.A.3.a.2.I06.D01,4.A.3.a.2.I06,4,"[""Handling and Moving Objects"", ""Position workpieces or materials on equipment."", ""Feed materials or products into or through equipment."", ""Thread ends of cloth or twine through specified sections of equipment prior to processing.""]",Handling and Moving Objects ; Position workpieces or materials on equipment. ; Feed materials or products into or through equipment. ; Thread ends of cloth or twine through specified sections of equipment prior to processing.
4.A.3.a.1.I06:4.A.3.a.1.I06.D10:14140,14140,4.A.3.a.1.I06.D10,4.A.3.a.1.I06,4,"[""Performing General Physical Activities"", ""Load products, materials, or equipment for transportation or further processing."", ""Load materials into production equipment."", ""Mount rolls of cloth on machines, using hoists, or place textile goods in machines or pieces of equipment.""]","Performing General Physical Activities ; Load products, materials, or equipment for transportation or further processing. ; Load materials into production equipment. ; Mount rolls of cloth on machines, using hoists, or place textile goods in machines or pieces of equipment."
4.A.3.a.3.I08:4.A.3.a.3.I08.D02:14140,14140,4.A.3.a.3.I08.D02,4.A.3.a.3.I08,4,"[""Controlling Machines and Processes"", ""Operate lifting or moving equipment."", ""Lift materials or workpieces using cranes or other lifting equipment."", ""Mount rolls of cloth on machines, using hoists, or place textile goods in machines or pieces of equipment.""]","Controlling Machines and Processes ; Operate lifting or moving equipment. ; Lift materials or workpieces using cranes or other lifting equipment. ; Mount rolls of cloth on machines, using hoists, or place textile goods in machines or pieces of equipment."
4.A.3.a.2.I06:4.A.3.a.2.I06.D02:14143,14143,4.A.3.a.2.I06.D02,4.A.3.a.2.I06,4,"[""Handling and Moving Objects"", ""Position workpieces or materials on equipment."", ""Mount attachments or tools onto production equipment."", ""Install, level, and align components such as gears, chains, dies, cutters, and needles.""]","Handling and Moving Objects ; Position workpieces or materials on equipment. ; Mount attachments or tools onto production equipment. ; Install, level, and align components such as gears, chains, dies, cutters, and needles."
4.A.3.a.2.I46:4.A.3.a.2.I46.D08:14143,14143,4.A.3.a.2.I46.D08,4.A.3.a.2.I46,4,"[""Handling and Moving Objects"", ""Set up equipment."", ""Install mechanical components in production equipment."", ""Install, level, and align components such as gears, chains, dies, cutters, and needles.""]","Handling and Moving Objects ; Set up equipment. ; Install mechanical components in production equipment. ; Install, level, and align components such as gears, chains, dies, cutters, and needles."
4.A.3.a.1.I03:4.A.3.a.1.I03.D21:14141,14141,4.A.3.a.1.I03.D21,4.A.3.a.1.I03,4,"[""Performing General Physical Activities"", ""Clean tools, equipment, facilities, or work areas."", ""Clean production equipment."", ""Perform machine maintenance, such as cleaning and oiling equipment, and repair or replace worn or defective parts.""]","Performing General Physical Activities ; Clean tools, equipment, facilities, or work areas. ; Clean production equipment. ; Perform machine maintenance, such as cleaning and oiling equipment, and repair or replace worn or defective parts."
4.A.3.b.4.I02:4.A.3.b.4.I02.D02:14141,14141,4.A.3.b.4.I02.D02,4.A.3.b.4.I02,4,"[""Repairing and Maintaining Mechanical Equipment"", ""Maintain tools or equipment."", ""Maintain production or processing equipment."", ""Perform machine maintenance, such as cleaning and oiling equipment, and repair or replace worn or defective parts.""]","Repairing and Maintaining Mechanical Equipment ; Maintain tools or equipment. ; Maintain production or processing equipment. ; Perform machine maintenance, such as cleaning and oiling equipment, and repair or replace worn or defective parts."
4.A.3.b.4.I06:4.A.3.b.4.I06.D04:14141,14141,4.A.3.b.4.I06.D04,4.A.3.b.4.I06,4,"[""Repairing and Maintaining Mechanical Equipment"", ""Repair tools or equipment."", ""Repair production equipment or tools."", ""Perform machine maintenance, such as cleaning and oiling equipment, and repair or replace worn or defective parts.""]","Repairing and Maintaining Mechanical Equipment ; Repair tools or equipment. ; Repair production equipment or tools. ; Perform machine maintenance, such as cleaning and oiling equipment, and repair or replace worn or defective parts."
4.A.1.a.2.I11:4.A.1.a.2.I11.D02:21156,21156,4.A.1.a.2.I11.D02,4.A.1.a.2.I11,4,"[""Monitoring Processes, Materials, or Surroundings"", ""Monitor operations to ensure compliance with regulations or standards."", ""Inspect products or operations to ensure that standards are met."", ""Inspect products to ensure that the quality standards and specifications are met.""]","Monitoring Processes, Materials, or Surroundings ; Monitor operations to ensure compliance with regulations or standards. ; Inspect products or operations to ensure that standards are met. ; Inspect products to ensure that the quality standards and specifications are met."
4.A.1.b.2.I06:4.A.1.b.2.I06.D06:21156,21156,4.A.1.b.2.I06.D06,4.A.1.b.2.I06,4,"[""Inspecting Equipment, Structures, or Materials"", ""Inspect completed work or finished products."", ""Inspect work to ensure standards are met."", ""Inspect products to ensure that the quality standards and specifications are met.""]","Inspecting Equipment, Structures, or Materials ; Inspect completed work or finished products. ; Inspect work to ensure standards are met. ; Inspect products to ensure that the quality standards and specifications are met."
4.A.1.b.2.I06:4.A.1.b.2.I06.D07:21156,21156,4.A.1.b.2.I06.D07,4.A.1.b.2.I06,4,"[""Inspecting Equipment, Structures, or Materials"", ""Inspect completed work or finished products."", ""Inspect textile products."", ""Inspect products to ensure that the quality standards and specifications are met.""]","Inspecting Equipment, Structures, or Materials ; Inspect completed work or finished products. ; Inspect textile products. ; Inspect products to ensure that the quality standards and specifications are met."
4.A.3.a.2.I12:4.A.3.a.2.I12.D08:14145,14145,4.A.3.a.2.I12.D08,4.A.3.a.2.I12,4,"[""Handling and Moving Objects"", ""Cut materials."", ""Cut fabrics."", ""Place patterns on top of layers of fabric and cut fabric following patterns, using electric or manual knives, cutters, or computer numerically controlled cutting devices.""]","Handling and Moving Objects ; Cut materials. ; Cut fabrics. ; Place patterns on top of layers of fabric and cut fabric following patterns, using electric or manual knives, cutters, or computer numerically controlled cutting devices."
4.A.3.a.2.I22:4.A.3.a.2.I22.D07:14145,14145,4.A.3.a.2.I22.D07,4.A.3.a.2.I22,4,"[""Handling and Moving Objects"", ""Position tools or equipment."", ""Position patterns on equipment, materials, or workpieces."", ""Place patterns on top of layers of fabric and cut fabric following patterns, using electric or manual knives, cutters, or computer numerically controlled cutting devices.""]","Handling and Moving Objects ; Position tools or equipment. ; Position patterns on equipment, materials, or workpieces. ; Place patterns on top of layers of fabric and cut fabric following patterns, using electric or manual knives, cutters, or computer numerically controlled cutting devices."
4.A.3.a.3.I12:4.A.3.a.3.I12.D04:14153,14153,4.A.3.a.3.I12.D04,4.A.3.a.3.I12,4,"[""Controlling Machines and Processes"", ""Operate cutting or grinding equipment."", ""Operate textile cutting or production equipment."", ""Start machines, monitor operations, and make adjustments as needed.""]","Controlling Machines and Processes ; Operate cutting or grinding equipment. ; Operate textile cutting or production equipment. ; Start machines, monitor operations, and make adjustments as needed."
4.A.3.a.3.I12:4.A.3.a.3.I12.D04:14150,14150,4.A.3.a.3.I12.D04,4.A.3.a.3.I12,4,"[""Controlling Machines and Processes"", ""Operate cutting or grinding equipment."", ""Operate textile cutting or production equipment."", ""Adjust machine controls, such as heating mechanisms, tensions, or speeds, to produce specified products.""]","Controlling Machines and Processes ; Operate cutting or grinding equipment. ; Operate textile cutting or production equipment. ; Adjust machine controls, such as heating mechanisms, tensions, or speeds, to produce specified products."
4.A.3.b.6.I08:4.A.3.b.6.I08.D03:14155,14155,4.A.3.b.6.I08.D03,4.A.3.b.6.I08,4,"[""Documenting/Recording Information"", ""Maintain operational records."", ""Record operational or production data."", ""Record information about work completed and machine settings.""]",Documenting/Recording Information ; Maintain operational records. ; Record operational or production data. ; Record information about work completed and machine settings.
4.A.4.a.2.I08:4.A.4.a.2.I08.D02:14146,14146,4.A.4.a.2.I08.D02,4.A.4.a.2.I08,4,"[""Communicating with Supervisors, Peers, or Subordinates"", ""Notify others of emergencies or problems."", ""Notify others of equipment repair or maintenance needs."", ""Notify supervisors of mechanical malfunctions.""]","Communicating with Supervisors, Peers, or Subordinates ; Notify others of emergencies or problems. ; Notify others of equipment repair or maintenance needs. ; Notify supervisors of mechanical malfunctions."
4.A.1.b.2.I07:4.A.1.b.2.I07.D15:14149,14149,4.A.1.b.2.I07.D15,4.A.1.b.2.I07,4,"[""Inspecting Equipment, Structures, or Materials"", ""Inspect commercial, industrial, or production systems or equipment."", ""Inspect production equipment."", ""Inspect machinery to determine whether repairs are needed.""]","Inspecting Equipment, Structures, or Materials ; Inspect commercial, industrial, or production systems or equipment. ; Inspect production equipment. ; Inspect machinery to determine whether repairs are needed."
4.A.4.a.2.I03:4.A.4.a.2.I03.D20:14152,14152,4.A.4.a.2.I03.D20,4.A.4.a.2.I03,4,"[""Communicating with Supervisors, Peers, or Subordinates"", ""Communicate with others about operational plans or activities."", ""Exchange information with colleagues."", ""Confer with coworkers to obtain information about orders, processes, or problems.""]","Communicating with Supervisors, Peers, or Subordinates ; Communicate with others about operational plans or activities. ; Exchange information with colleagues. ; Confer with coworkers to obtain information about orders, processes, or problems."
4.A.3.b.4.I06:4.A.3.b.4.I06.D01:14147,14147,4.A.3.b.4.I06.D01,4.A.3.b.4.I06,4,"[""Repairing and Maintaining Mechanical Equipment"", ""Repair tools or equipment."", ""Replace worn equipment components."", ""Repair or replace worn or defective parts or components, using hand tools.""]","Repairing and Maintaining Mechanical Equipment ; Repair tools or equipment. ; Replace worn equipment components. ; Repair or replace worn or defective parts or components, using hand tools."
4.A.3.b.4.I06:4.A.3.b.4.I06.D04:14147,14147,4.A.3.b.4.I06.D04,4.A.3.b.4.I06,4,"[""Repairing and Maintaining Mechanical Equipment"", ""Repair tools or equipment."", ""Repair production equipment or tools."", ""Repair or replace worn or defective parts or components, using hand tools.""]","Repairing and Maintaining Mechanical Equipment ; Repair tools or equipment. ; Repair production equipment or tools. ; Repair or replace worn or defective parts or components, using hand tools."
4.A.3.a.1.I03:4.A.3.a.1.I03.D21:14154,14154,4.A.3.a.1.I03.D21,4.A.3.a.1.I03,4,"[""Performing General Physical Activities"", ""Clean tools, equipment, facilities, or work areas."", ""Clean production equipment."", ""Clean, oil, and lubricate machines, using air hoses, cleaning solutions, rags, oilcans, and grease guns.""]","Performing General Physical Activities ; Clean tools, equipment, facilities, or work areas. ; Clean production equipment. ; Clean, oil, and lubricate machines, using air hoses, cleaning solutions, rags, oilcans, and grease guns."
4.A.3.b.4.I02:4.A.3.b.4.I02.D17:14154,14154,4.A.3.b.4.I02.D17,4.A.3.b.4.I02,4,"[""Repairing and Maintaining Mechanical Equipment"", ""Maintain tools or equipment."", ""Lubricate production equipment."", ""Clean, oil, and lubricate machines, using air hoses, cleaning solutions, rags, oilcans, and grease guns.""]","Repairing and Maintaining Mechanical Equipment ; Maintain tools or equipment. ; Lubricate production equipment. ; Clean, oil, and lubricate machines, using air hoses, cleaning solutions, rags, oilcans, and grease guns."
4.A.3.a.2.I06:4.A.3.a.2.I06.D01:14162,14162,4.A.3.a.2.I06.D01,4.A.3.a.2.I06,4,"[""Handling and Moving Objects"", ""Position workpieces or materials on equipment."", ""Feed materials or products into or through equipment."", ""Thread yarn, thread, or fabric through guides, needles, and rollers of machines.""]","Handling and Moving Objects ; Position workpieces or materials on equipment. ; Feed materials or products into or through equipment. ; Thread yarn, thread, or fabric through guides, needles, and rollers of machines."
4.A.3.a.3.I12:4.A.3.a.3.I12.D04:14156,14156,4.A.3.a.3.I12.D04,4.A.3.a.3.I12,4,"[""Controlling Machines and Processes"", ""Operate cutting or grinding equipment."", ""Operate textile cutting or production equipment."", ""Operate machines to cut multiple layers of fabric into parts for articles such as canvas goods, house furnishings, garments, hats, or stuffed toys.""]","Controlling Machines and Processes ; Operate cutting or grinding equipment. ; Operate textile cutting or production equipment. ; Operate machines to cut multiple layers of fabric into parts for articles such as canvas goods, house furnishings, garments, hats, or stuffed toys."
4.A.3.a.2.I09:4.A.3.a.2.I09.D08:14148,14148,4.A.3.a.2.I09.D08,4.A.3.a.2.I09,4,"[""Handling and Moving Objects"", ""Adjust equipment to ensure adequate performance."", ""Set equipment controls to meet cutting specifications."", ""Adjust cutting techniques to types of fabrics and styles of garments.""]",Handling and Moving Objects ; Adjust equipment to ensure adequate performance. ; Set equipment controls to meet cutting specifications. ; Adjust cutting techniques to types of fabrics and styles of garments.
4.A.3.b.1.I01:4.A.3.b.1.I01.D02:14161,14161,4.A.3.b.1.I01.D02,4.A.3.b.1.I01,4,"[""Working with Computers"", ""Program computer systems or production equipment."", ""Program equipment to perform production tasks."", ""Program electronic equipment.""]",Working with Computers ; Program computer systems or production equipment. ; Program equipment to perform production tasks. ; Program electronic equipment.
4.A.1.a.1.I02:4.A.1.a.1.I02.D06:14157,14157,4.A.1.a.1.I02.D06,4.A.1.a.1.I02,4,"[""Getting Information"", ""Read documents or materials to inform work processes."", ""Study blueprints or other instructions to determine equipment setup requirements."", ""Study guides, samples, charts, and specification sheets or confer with supervisors or engineering staff to determine set-up requirements.""]","Getting Information ; Read documents or materials to inform work processes. ; Study blueprints or other instructions to determine equipment setup requirements. ; Study guides, samples, charts, and specification sheets or confer with supervisors or engineering staff to determine set-up requirements."
4.A.4.a.2.I03:4.A.4.a.2.I03.D20:14157,14157,4.A.4.a.2.I03.D20,4.A.4.a.2.I03,4,"[""Communicating with Supervisors, Peers, or Subordinates"", ""Communicate with others about operational plans or activities."", ""Exchange information with colleagues."", ""Study guides, samples, charts, and specification sheets or confer with supervisors or engineering staff to determine set-up requirements.""]","Communicating with Supervisors, Peers, or Subordinates ; Communicate with others about operational plans or activities. ; Exchange information with colleagues. ; Study guides, samples, charts, and specification sheets or confer with supervisors or engineering staff to determine set-up requirements."
4.A.3.a.3.I12:4.A.3.a.3.I12.D04:14159,14159,4.A.3.a.3.I12.D04,4.A.3.a.3.I12,4,"[""Controlling Machines and Processes"", ""Operate cutting or grinding equipment."", ""Operate textile cutting or production equipment."", ""Stop machines when specified amounts of product have been produced.""]",Controlling Machines and Processes ; Operate cutting or grinding equipment. ; Operate textile cutting or production equipment. ; Stop machines when specified amounts of product have been produced.
4.A.1.b.2.I12:4.A.1.b.2.I12.D08:14158,14158,4.A.1.b.2.I12.D08,4.A.1.b.2.I12,4,"[""Inspecting Equipment, Structures, or Materials"", ""Test performance of equipment or systems."", ""Conduct test runs of production equipment."", ""Operate machines for test runs to verify adjustments and to obtain product samples.""]","Inspecting Equipment, Structures, or Materials ; Test performance of equipment or systems. ; Conduct test runs of production equipment. ; Operate machines for test runs to verify adjustments and to obtain product samples."
4.A.3.a.3.I12:4.A.3.a.3.I12.D04:14158,14158,4.A.3.a.3.I12.D04,4.A.3.a.3.I12,4,"[""Controlling Machines and Processes"", ""Operate cutting or grinding equipment."", ""Operate textile cutting or production equipment."", ""Operate machines for test runs to verify adjustments and to obtain product samples.""]",Controlling Machines and Processes ; Operate cutting or grinding equipment. ; Operate textile cutting or production equipment. ; Operate machines for test runs to verify adjustments and to obtain product samples.
4.A.3.a.2.I06:4.A.3.a.2.I06.D02:14160,14160,4.A.3.a.2.I06.D02,4.A.3.a.2.I06,4,"[""Handling and Moving Objects"", ""Position workpieces or materials on equipment."", ""Mount attachments or tools onto production equipment."", ""Install, level, and align components, such as gears, chains, guides, dies, cutters, or needles, to set up machinery for operation.""]","Handling and Moving Objects ; Position workpieces or materials on equipment. ; Mount attachments or tools onto production equipment. ; Install, level, and align components, such as gears, chains, guides, dies, cutters, or needles, to set up machinery for operation."
4.A.3.a.2.I09:4.A.3.a.2.I09.D08:14160,14160,4.A.3.a.2.I09.D08,4.A.3.a.2.I09,4,"[""Handling and Moving Objects"", ""Adjust equipment to ensure adequate performance."", ""Set equipment controls to meet cutting specifications."", ""Install, level, and align components, such as gears, chains, guides, dies, cutters, or needles, to set up machinery for operation.""]","Handling and Moving Objects ; Adjust equipment to ensure adequate performance. ; Set equipment controls to meet cutting specifications. ; Install, level, and align components, such as gears, chains, guides, dies, cutters, or needles, to set up machinery for operation."
4.A.3.a.2.I46:4.A.3.a.2.I46.D08:14160,14160,4.A.3.a.2.I46.D08,4.A.3.a.2.I46,4,"[""Handling and Moving Objects"", ""Set up equipment."", ""Install mechanical components in production equipment."", ""Install, level, and align components, such as gears, chains, guides, dies, cutters, or needles, to set up machinery for operation.""]","Handling and Moving Objects ; Set up equipment. ; Install mechanical components in production equipment. ; Install, level, and align components, such as gears, chains, guides, dies, cutters, or needles, to set up machinery for operation."
